1_DSC09353.JPG,-21.9033597,-48.5131646,522.12,166.53,-8.86,0.33
1_DSC09354.JPG,-21.9036465,-48.5130972,521.66,165.71,-8.79,-0.76
1_DSC09355.JPG,-21.9039335,-48.5130259,520.92,165.83,-8.47,-0.29
1_DSC09356.JPG,-21.9042142,-48.5129511,520.75,166.79,-8.32,0.49
1_DSC09357.JPG,-21.9045016,-48.5128802,520.76,167.24,-7.67,0.3
1_DSC09358.JPG,-21.9047885,-48.512808,520.73,168.25,-9.78,0.91
1_DSC09359.JPG,-21.9050803,-48.5127359,520.5,168.3,-9.98,1.44
1_DSC09360.JPG,-21.9053625,-48.5126701,520.31,166.78,-9.33,-0.81
1_DSC09361.JPG,-21.9056519,-48.5125961,520.42,167.3,-10.71,0.39
1_DSC09362.JPG,-21.9059419,-48.5125235,520.39,167.5,-10.91,0.28
1_DSC09363.JPG,-21.9062348,-48.5124517,520.08,167.18,-11.37,0.06
1_DSC09364.JPG,-21.9065153,-48.5123823,519.99,167.4,-10.3,-0.32
1_DSC09365.JPG,-21.9067958,-48.5123121,519.82,167.22,-10.98,-0.56
1_DSC09366.JPG,-21.9070887,-48.5122403,520.09,167.19,-11.05,-0.68
1_DSC09367.JPG,-21.9073697,-48.5121729,520.17,166.57,-9.63,-1.85
1_DSC09368.JPG,-21.9076508,-48.5121013,520.43,167.28,-10.43,-1.69
1_DSC09369.JPG,-21.9079417,-48.512029,521.59,166.95,-10.85,-2.08
1_DSC09370.JPG,-21.9082327,-48.5119557,522.94,167.09,-10.89,-1.22
1_DSC09371.JPG,-21.9085236,-48.5118853,523.71,166.69,-11.07,-1.94
1_DSC09372.JPG,-21.9088141,-48.5118128,522.88,167.25,-10.89,-0.89
1_DSC09373.JPG,-21.909106,-48.5117384,521.86,167.76,-11.01,0.16
1_DSC09374.JPG,-21.9093875,-48.5116709,521.13,166.97,-9.78,-0.41
1_DSC09375.JPG,-21.9096811,-48.5115957,521.89,167.24,-9.43,0.91
1_DSC09376.JPG,-21.9099762,-48.5115278,522.7,166.07,-9.0,-1.8
1_DSC09377.JPG,-21.9102683,-48.5114545,523.23,166.22,-8.91,-1.42
1_DSC09378.JPG,-21.9105575,-48.5113803,523.71,167.2,-9.95,-0.25
1_DSC09379.JPG,-21.9108492,-48.5113091,524.25,167.55,-10.97,0.24
1_DSC09380.JPG,-21.9111405,-48.511239,524.83,167.18,-10.6,-0.75
1_DSC09381.JPG,-21.9114342,-48.5111632,524.55,167.41,-9.5,0.79
