1_DSC02477.JPG,-21.9224657,-48.5238903,579.52,275.79,-6.3,1.62
1_DSC02478.JPG,-21.9224358,-48.5242103,579.46,275.29,-5.39,1.51
1_DSC02479.JPG,-21.9224115,-48.5245222,579.66,276.01,-2.64,2.14
1_DSC02480.JPG,-21.9223823,-48.5248348,579.79,275.02,-5.76,1.63
1_DSC02481.JPG,-21.9223567,-48.5251588,580.01,275.3,-4.36,2.33
1_DSC02482.JPG,-21.9223292,-48.525471,579.54,274.86,-6.38,1.07
1_DSC02483.JPG,-21.9223025,-48.5257868,578.91,273.63,-7.16,1.98
1_DSC02484.JPG,-21.9222762,-48.5261023,578.3,274.92,-4.49,2.16
1_DSC02485.JPG,-21.9222494,-48.5264216,577.73,275.69,-3.37,2.88
1_DSC02486.JPG,-21.9222206,-48.5267428,576.52,274.62,-3.86,2.41
1_DSC02487.JPG,-21.9221965,-48.5270626,575.32,276.12,-6.84,3.62
1_DSC02488.JPG,-21.9221702,-48.5273797,573.95,276.57,-7.78,4.17
1_DSC02489.JPG,-21.9221388,-48.5277021,572.21,273.9,-5.85,3.01
1_DSC02490.JPG,-21.9221117,-48.5280217,570.64,274.21,-6.64,3.41
1_DSC02491.JPG,-21.9220887,-48.5283335,569.23,273.09,-4.83,5.49
1_DSC02492.JPG,-21.9220608,-48.528654,567.65,276.79,-6.48,4.31
1_DSC02493.JPG,-21.9220327,-48.5289729,566.25,276.34,-6.65,4.53
1_DSC02494.JPG,-21.9220066,-48.5292928,564.75,275.65,-7.5,4.44
1_DSC02495.JPG,-21.9219795,-48.5296024,563.36,275.64,-6.25,4.17
1_DSC02496.JPG,-21.9219524,-48.5299234,562.0,275.13,-5.94,4.19
1_DSC02497.JPG,-21.921924,-48.5302451,560.78,276.0,-5.64,4.18
1_DSC02498.JPG,-21.9218953,-48.5305625,560.23,274.27,-6.59,3.77
1_DSC02499.JPG,-21.9218698,-48.5308845,560.04,275.32,-5.54,4.52
1_DSC02500.JPG,-21.9218437,-48.5312079,559.32,275.41,-5.4,3.55
1_DSC02501.JPG,-21.921818,-48.5315278,557.33,275.38,-5.26,3.69
1_DSC02502.JPG,-21.921789,-48.5318444,555.26,275.48,-6.39,3.51
1_DSC02503.JPG,-21.9217623,-48.5321636,553.38,274.81,-5.66,4.21
1_DSC02504.JPG,-21.9217356,-48.5324839,551.28,274.42,-5.15,3.54
1_DSC02505.JPG,-21.9217088,-48.5328032,549.23,274.79,-4.92,4.24
1_DSC02506.JPG,-21.9216799,-48.5331238,547.04,273.89,-4.5,3.49
1_DSC02507.JPG,-21.921654,-48.5334334,544.12,273.01,2.54,3.2
1_DSC02508.JPG,-21.921074,-48.5350061,536.43,290.27,3.91,1.59
1_DSC02509.JPG,-21.9210985,-48.5346967,537.83,96.1,-12.34,-1.74
1_DSC02510.JPG,-21.9211276,-48.5343776,540.03,94.74,-12.6,-1.98
1_DSC02511.JPG,-21.921155,-48.5340613,542.24,94.86,-12.56,-1.18
1_DSC02512.JPG,-21.9211839,-48.5337417,544.56,94.99,-12.36,-4.07
1_DSC02513.JPG,-21.9212106,-48.53343,547.37,95.79,-14.44,-4.8
1_DSC02514.JPG,-21.9212393,-48.5331113,549.9,95.32,-13.86,-3.45
1_DSC02515.JPG,-21.9212643,-48.5327931,552.39,95.47,-10.84,-1.76
1_DSC02516.JPG,-21.9212925,-48.5324835,554.63,95.03,-9.56,-3.32
1_DSC02517.JPG,-21.9213164,-48.5321618,556.93,93.84,-9.97,-1.36
1_DSC02518.JPG,-21.9213463,-48.5318407,558.9,93.69,-11.08,-2.11
1_DSC02519.JPG,-21.9213725,-48.5315265,560.33,94.33,-9.95,-2.38
1_DSC02520.JPG,-21.9213975,-48.5312129,561.79,93.36,-8.68,-0.6
1_DSC02521.JPG,-21.9214253,-48.5308985,562.98,92.79,-10.11,-2.93
1_DSC02522.JPG,-21.9214515,-48.5305842,562.92,96.45,-10.08,-2.96
1_DSC02523.JPG,-21.9214741,-48.5302696,563.06,95.22,-11.42,-2.31
1_DSC02524.JPG,-21.921502,-48.5299581,563.24,93.88,-9.66,-2.87
1_DSC02525.JPG,-21.9215297,-48.5296416,563.7,94.59,-11.94,-3.51
1_DSC02526.JPG,-21.9215574,-48.5293208,564.37,96.34,-10.43,-2.6
1_DSC02527.JPG,-21.9215857,-48.5289993,565.11,95.57,-9.81,-3.06
1_DSC02528.JPG,-21.9216145,-48.5286821,566.24,94.37,-10.49,-3.88
1_DSC02529.JPG,-21.9216408,-48.5283636,567.32,93.4,-9.29,-2.67
1_DSC02530.JPG,-21.9216681,-48.528052,568.44,93.81,-10.93,-3.55
1_DSC02531.JPG,-21.9216931,-48.5277386,569.71,94.05,-10.73,-3.47
1_DSC02532.JPG,-21.9217204,-48.5274239,571.1,94.47,-10.66,-3.91
1_DSC02533.JPG,-21.9217488,-48.5271053,572.17,94.41,-9.84,-2.87
1_DSC02534.JPG,-21.9217756,-48.5267894,573.37,95.07,-8.73,-2.04
1_DSC02535.JPG,-21.921801,-48.5264747,574.83,94.26,-9.48,-1.51
1_DSC02536.JPG,-21.9218262,-48.5261603,576.35,95.16,-9.2,-0.91
